Vernier Format 2
Mittaus3_150g.cmbl 14.2.2025 11:00:05 ,
Latest
Time	Pressure	Position	Velocity	Acceleration	Volume
t	Pres	x	v	acc	Volume
s	kPa	m	m/s	m/s²	m³

0,05	0,493902105954	-0,001372	-0,000190555555556	0,00334530864198	-1,13817938344E-006
0,1	0,493902105954	-0,001372	-9,52777777777E-005	0,00602367283951	-1,13817938344E-006
0,15	0,493902105954	-0,001372	-0,0001715	0,0108934259259	-1,13817938344E-006
0,2	0,493902105954	-0,0015435	0,00190555555556	0,00181027777778	-1,28045180637E-006
0,25	0,493902105954	-0,001029	0,00133388888889	-0,0280857716049	-8,53634537581E-007
0,3	0,493902105954	-0,0012005	-0,00266777777778	-0,0281175308642	-9,95906960511E-007
0,35	0,493902105954	-0,0015435	-0,00276305555556	-0,00561080246914	-1,28045180637E-006
0,4	0,493902105954	-0,0015435	-0,001715	-0,00455216049383	-1,28045180637E-006
0,45	0,493902105954	-0,0015435	-0,00304888888889	-0,00502854938271	-1,28045180637E-006
0,5	0,493902105954	-0,0018865	-0,00362055555556	0,0168853395062	-1,56499665223E-006
0,55	0,493902105954	-0,002058	-0,00142916666667	0,0389580246914	-1,70726907516E-006
0,6	0,493902105954	-0,002058	0,00142916666667	0,0385875	-1,70726907516E-006
0,65	0,493902105954	-0,0018865	0,00362055555556	0,0148209876543	-1,56499665223E-006
0,7	0,493902105954	-0,0015435	0,00295361111111	-0,0107981481481	-1,28045180637E-006
0,75	0,43663809367	-0,0015435	0,00123861111111	-0,0139740740741	-1,28045180637E-006
0,8	0,493902105954	-0,0015435	0,00133388888889	-0,0107981481481	-1,28045180637E-006
0,85	0,493902105954	-0,001372	0,0008575	-0,0160384259259	-1,13817938344E-006
0,9	0,493902105954	-0,001372	-0,0008575	-0,0100570987654	-1,13817938344E-006
0,95	0,493902105954	-0,0015435	-0,000952777777778	0,00899845679012	-1,28045180637E-006
1	0,493902105954	-0,0015435	0,000381111111111	0,0203788580247	-1,28045180637E-006
1,05	0,493902105954	-0,0015435	0,00228666666667	0,00921018518518	-1,28045180637E-006
1,1	0,493902105954	-0,0012005	0,00209611111111	-0,016250154321	-9,95906960511E-007
1,15	0,493902105954	-0,0012005	-0,000476388888889	-0,0222314814815	-9,95906960511E-007
1,2	0,493902105954	-0,001372	-0,00114333333333	-0,00915725308642	-1,13817938344E-006
1,25	0,493902105954	-0,001372	-0,000762222222222	-0,00386404320988	-1,13817938344E-006
1,3	0,493902105954	-0,001372	-0,00133388888889	-0,00195848765432	-1,13817938344E-006
1,35	0,493902105954	-0,0015435	-0,00133388888889	0,00545200617284	-1,28045180637E-006
1,4	0,493902105954	-0,0015435	-0,000571666666667	0,00963364197531	-1,28045180637E-006
1,45	0,493902105954	-0,0015435	-0,000571666666667	0,0155091049383	-1,28045180637E-006
1,5	0,493902105954	-0,001715	0,00123861111111	0,014450462963	-1,4227242293E-006
1,55	0,493902105954	-0,001372	0,00200083333333	-0,00598132716049	-1,13817938344E-006
1,6	0,493902105954	-0,001372	0,000285833333333	-0,019637808642	-1,13817938344E-006
1,65	0,43663809367	-0,001372	-0,00104805555556	-0,0140270061728	-1,13817938344E-006
1,7	0,493902105954	-0,0015435	-0,00133388888889	-0,00232901234568	-1,28045180637E-006
1,75	0,493902105954	-0,0015435	-0,000762222222222	0,0029112654321	-1,28045180637E-006
1,8	0,493902105954	-0,0015435	-0,00114333333333	0,00899845679012	-1,28045180637E-006
